0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302744222e-01,4.587155963302752548e-01,4.587155963302746997e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302746997e-01,4.587155963302746997e-01,4.587155963302746997e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01,4.587155963302752548e-01
9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605503986e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605502876e-01,9.174311926605510648e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01,9.174311926605505096e-01
1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825653e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825653e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825653e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825653e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825653e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825431e+00,1.376146788990825209e+00,1.376146788990824987e+00,1.376146788990825653e+00,1.376146788990825209e+00,1.376146788990825209e+00,1.376146788990825209e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825209e+00,1.376146788990825209e+00,1.376146788990825209e+00,1.376146788990825209e+00,1.376146788990825431e+00,1.376146788990825209e+00,1.376146788990825209e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00,1.376146788990825875e+00
1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321100797e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101241e+00,1.834862385321101019e+00,1.834862385321100797e+00,1.834862385321101463e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00,1.834862385321101019e+00
2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376607e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376607e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651375719e+00,2.293577981651376163e+00,2.293577981651375719e+00,2.293577981651375275e+00,2.293577981651376607e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651376163e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651375719e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00,2.293577981651376163e+00
2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981650863e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981650863e+00,2.752293577981652195e+00,2.752293577981651307e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651307e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00,2.752293577981651751e+00
3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311927339e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926007e+00,3.211009174311926895e+00,3.211009174311926451e+00,3.211009174311926007e+00,3.211009174311926451e+00,3.211009174311926007e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926007e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926007e+00,3.211009174311926451e+00,3.211009174311926007e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926007e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926451e+00,3.211009174311926007e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00,3.211009174311926895e+00
3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642201594e+00,3.669724770642201594e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642201594e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642201594e+00,3.669724770642201594e+00,3.669724770642202483e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202483e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642201594e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00,3.669724770642202039e+00
4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972475850e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972477626e+00,4.128440366972475850e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972476738e+00,4.128440366972477626e+00,4.128440366972477626e+00
