4.679769179195218243e+01,5.551655399828430149e+01,6.521050635282946928e+01,7.591505202939342212e+01,8.765775181898752066e+01,1.004481789495214628e+02,1.142682282578530675e+02,1.290661148220113432e+02,1.447546624218375655e+02,1.612105713197794898e+02,1.782697402598243457e+02,1.957150458338486203e+02,2.132536782485460662e+02,2.304790534199191256e+02,2.468102387956913049e+02,2.614044579772819361e+02,2.730510665017279734e+02,2.800877866723423040e+02,2.804410022915789114e+02,2.719615360546484339e+02,2.532012525544470520e+02,2.244755898117521724e+02,1.885211013858794331e+02,1.499297514628396470e+02,1.134495686030370507e+02,8.234952730924918285e+01
4.600750327530229100e+01,5.457917396297177959e+01,6.410949732352986530e+01,7.463339920667439742e+01,8.617801446755743200e+01,9.875282436993828128e+01,1.123401516366666328e+02,1.268892982173984336e+02,1.423149262581098355e+02,1.584964440112163118e+02,1.752735798023111613e+02,1.924346439391122487e+02,2.096946721083742489e+02,2.266585945937911788e+02,2.427624715675074754e+02,2.571882264259755289e+02,2.687594477174116037e+02,2.758568043161637320e+02,2.764506792270526034e+02,2.684179835882058569e+02,2.502908712713510795e+02,2.223014110142786990e+02,1.870596468640190153e+02,1.490468008756747054e+02,1.129657424879169128e+02,8.210516098798963469e+01
5.663451788895711303e+01,6.680393246516352690e+01,7.810265562927818905e+01,9.053421821670278291e+01,1.040720608534986695e+02,1.186542510017260099e+02,1.341832482084790854e+02,1.505305367967828829e+02,1.675437749784972539e+02,1.850525743574317517e+02,2.028679661011493636e+02,2.207706030305676563e+02,2.384835741538874458e+02,2.556261079662092470e+02,2.716441710571726844e+02,2.857157561206756213e+02,2.966394869399879326e+02,3.027463819759519197e+02,3.019356901115568235e+02,2.920078128819232006e+02,2.714489886393167239e+02,2.405305174679186280e+02,2.020333339046250103e+02,1.607284780730658440e+02,1.216333918265820984e+02,8.825923762254780058e+01
6.456958439746850331e+01,7.558905119325683586e+01,8.771119146241026954e+01,1.009101630021205409e+02,1.151247048140128584e+02,1.302591026914426493e+02,1.461907906729682907e+02,1.627811329998069709e+02,1.798837227360190809e+02,1.973455943887017270e+02,2.149994743734987424e+02,2.326464951976044517e+02,2.500273421221409649e+02,2.667769760134534067e+02,2.823565276788384040e+02,2.959586813217306371e+02,3.063950440101915547e+02,3.120052743731894793e+02,3.106876861769798666e+02,3.002233947957548708e+02,2.790536153451351993e+02,2.473885119905772285e+02,2.079714672048522175e+02,1.656069680191406803e+02,1.254192288377037130e+02,9.104432474366538486e+01
8.167220089013721918e+01,9.361993059872141032e+01,1.065366227153967458e+02,1.203852735628235706e+02,1.351013061596879652e+02,1.505929880236822385e+02,1.667470731504788830e+02,1.834369219604328123e+02,2.005285172544349450e+02,2.178805870144342975e+02,2.353367731756127910e+02,2.527082498982050822e+02,2.697439192581606449e+02,2.860834888862774505e+02,3.011878942667411820e+02,3.142439225656556800e+02,3.240510756518832522e+02,3.289291877040226382e+02,3.267454536300064092e+02,3.152342812059287098e+02,2.927772628264611967e+02,2.595364202685884152e+02,2.182692734522723583e+02,1.738985082611031032e+02,1.317463582365176364e+02,9.563942094399263283e+01
7.660240233146615196e+01,8.808342002826088901e+01,1.005594013855376403e+02,1.139821111442223867e+02,1.282744995932360439e+02,1.433359632828260715e+02,1.590496939794959133e+02,1.752897981730538390e+02,1.919253611899907241e+02,2.088193099992734574e+02,2.258206229330723431e+02,2.427481287878055696e+02,2.593628462239498162e+02,2.753241603774810073e+02,2.901242091096573290e+02,3.029969484206456514e+02,3.128086370479551874e+02,3.179645436699580046e+02,3.164229450100195322e+02,3.059805092868018619e+02,2.849972437045022389e+02,2.534852691028728771e+02,2.139472268627422693e+02,1.710547591504588354e+02,1.299975903037167768e+02,9.461170857730249395e+01
8.533116007259222613e+01,9.740685676236904555e+01,1.103681255093651288e+02,1.241505281064219446e+02,1.386644667648376128e+02,1.538022483171185684e+02,1.694474187898214836e+02,1.854822439217976751e+02,2.017906282373063789e+02,2.182553627963924896e+02,2.347487650232940837e+02,2.511147748342522448e+02,2.671394960623101156e+02,2.825062087337438470e+02,2.967300026494674512e+02,3.090684635389606001e+02,3.184139737905103971e+02,3.231998656232226494e+02,3.214071600961389663e+02,3.108316774826611208e+02,2.897834983749480102e+02,2.581663613518227862e+02,2.183560559803307228e+02,1.749607097537100344e+02,1.332195208878934523e+02,9.709329290541475643e+01
8.591141160870344606e+01,9.813747776478714968e+01,1.111734361194734930e+02,1.249382578393047254e+02,1.393391511262686890e+02,1.542773137557501855e+02,1.696527731133125485e+02,1.853666236305028576e+02,2.013198887818041669e+02,2.174086432637210748e+02,2.335143793169241349e+02,2.494875210284108107e+02,2.651209049544616505e+02,2.801087386320106702e+02,2.939854997537602799e+02,3.060406839230058722e+02,3.152140264550206439e+02,3.200006019056489777e+02,3.184466435274745777e+02,3.083887070552331693e+02,2.881094218321471772e+02,2.573840553531430828e+02,2.183859165986953599e+02,1.755462728500348533e+02,1.340485320464047732e+02,9.792061620096822594e+01
8.693460443527376924e+01,9.878216029463393966e+01,1.114105417206584860e+02,1.247383235831816819e+02,1.386694051828810075e+02,1.531030114813934233e+02,1.679408421592725063e+02,1.830890656594699522e+02,1.984557280884812940e+02,2.139448464708927418e+02,2.294468962850348248e+02,2.448234139750784948e+02,2.598820317142009912e+02,2.743372909802811819e+02,2.877520701084027905e+02,2.994558906566136329e+02,3.084439169117393931e+02,3.132826321153498839e+02,3.120959017304095369e+02,3.027748680554197449e+02,2.835837599718247475e+02,2.541621414485613002e+02,2.164472066285644871e+02,1.746375414792935317e+02,1.338049918359023707e+02,9.801189060702485278e+01
8.992992497109803196e+01,1.019982507484875640e+02,1.148146609947820735e+02,1.282763838634775766e+02,1.422698736734843976e+02,1.566830037255051593e+02,1.714129993137992756e+02,1.863685731814221640e+02,2.014663972416151978e+02,2.166229707532860118e+02,2.317426416952469594e+02,2.467009021753039235e+02,2.613198577291050810e+02,2.753309877473000711e+02,2.883195531469043544e+02,2.996463128950778696e+02,3.083492430945696583e+02,3.130487156184764217e+02,3.119247491034257678e+02,3.029030147356971838e+02,2.842214826244884875e+02,2.554009720843994842e+02,2.181899417710597788e+02,1.766232323812096183e+02,1.357310739285592831e+02,9.966043743246216025e+01
