2.771005091807625220e+01,3.366821390135739733e+01,4.052829016588879085e+01,4.834430243084310774e+01,5.716126350131152378e+01,6.700842199716193193e+01,7.789196423889069365e+01,8.978939528312794494e+01,1.026459027101233517e+02,1.163711228794424670e+02,1.308346547493330831e+02,1.458587849202070288e+02,1.612050016936624957e+02,1.765477164133583017e+02,1.914269650343338185e+02,2.051747249260880324e+02,2.168203840687155548e+02,2.250058885276787919e+02,2.279879573117329414e+02,2.238653914125424649e+02,2.111725748886975396e+02,1.897742602664875164e+02,1.615506097986571206e+02,1.301371616825433932e+02,9.961047917620493308e+01,7.302025786377114969e+01
2.636671080033756809e+01,3.203607422199715415e+01,3.856367327516217358e+01,4.600095174011772059e+01,5.439081306941652372e+01,6.376121921265045955e+01,7.411829100286647076e+01,8.544103864864624143e+01,9.767803317546166397e+01,1.107445505184540195e+02,1.245186687706383992e+02,1.388349384684124175e+02,1.534724789753327627e+02,1.681313516716608660e+02,1.823894024759344177e+02,1.956341256672134250e+02,2.069735107525625040e+02,2.151516843134102146e+02,2.185373019090688160e+02,2.153109232361142347e+02,2.039925469681782033e+02,1.842813343236462345e+02,1.577664794636129386e+02,1.277964388118600993e+02,9.830068730623295892e+01,7.234705730512192190e+01
3.838236755843671233e+01,4.578643985169664887e+01,5.411697356058724750e+01,6.339245821813091197e+01,7.361434051015203295e+01,8.476504926721079869e+01,9.680590590935125306e+01,1.096747606793091308e+02,1.232836140397312903e+02,1.375166395279730409e+02,1.522282445254767822e+02,1.672385705131411271e+02,1.823211366416516626e+02,1.971759514653999190e+02,2.113819095366127954e+02,2.243248846557511627e+02,2.351056110782306519e+02,2.424515522838007655e+02,2.446991617263319654e+02,2.399741289987996424e+02,2.267201307575902263e+02,2.045692763348414189e+02,1.751270354145508463e+02,1.419162994592043390e+02,1.091819275531366458e+02,8.031862676054183225e+01
4.036360703091071400e+01,4.782513802639705602e+01,5.623401268048072410e+01,6.559312988191595650e+01,7.587951460469085418e+01,8.704658466836316677e+01,9.902605138845994759e+01,1.117295570690525039e+02,1.250511590018596451e+02,1.388701488250385978e+02,1.530512333527489943e+02,1.674380011793139715e+02,1.818359512407947136e+02,1.959819485495310687e+02,2.094969938396399698e+02,2.218194487512269006e+02,2.321202395042258502e+02,2.392180034012973522e+02,2.415505186348353561e+02,2.373182715118229282e+02,2.249494906933732636e+02,2.039142549711813786e+02,1.755333161992446662e+02,1.430590017631352850e+02,1.106298328613578690e+02,8.171998900228444995e+01
4.874432077025358723e+01,5.704897206146854671e+01,6.630675179175702283e+01,7.648702714948871062e+01,8.752442297494408763e+01,9.932577128972357627e+01,1.117793813651628625e+02,1.247648350560862127e+02,1.381609880699936923e+02,1.518491827221793642e+02,1.657094785563990058e+02,1.796091377864874232e+02,1.933826269545052128e+02,2.068007900745353709e+02,2.195251131439571850e+02,2.310429851283186622e+02,2.405844209390968444e+02,2.470359132175493926e+02,2.489020224772098118e+02,2.444219714945730288e+02,2.319892732316071147e+02,2.109295162346817847e+02,1.823417519328589265e+02,1.493054119093818883e+02,1.159596845211981417e+02,8.594549412930689414e+01
4.449451745530432589e+01,5.204947071313940654e+01,6.039619324997257621e+01,6.952619346283709945e+01,7.941343156087671673e+01,9.001330467451870732e+01,1.012622817899399905e+02,1.130786042550680577e+02,1.253643009254792133e+02,1.380078975328575268e+02,1.508859127343943669e+02,1.638598892442085457e+02,1.767650172418841805e+02,1.893865443044608128e+02,2.014205311642382981e+02,2.124161277461039390e+02,2.216996764924097931e+02,2.282923398847450187e+02,2.308615080127829060e+02,2.277964615915925037e+02,2.175443168982034479e+02,1.992857481517616520e+02,1.737431520061039976e+02,1.435127375303895860e+02,1.123733896930212950e+02,8.386749784156918963e+01
4.886921178648422881e+01,5.664873236128109113e+01,6.515452316322976856e+01,7.435487099211864859e+01,8.419889714617076493e+01,9.462050337228474461e+01,1.055436568235913910e+02,1.168866810092168862e+02,1.285642317902665752e+02,1.404867733637935885e+02,1.525574783789905382e+02,1.646655768379616518e+02,1.766739067905414799e+02,1.883973227551912544e+02,1.995679471419170454e+02,2.097834233945174276e+02,2.184370615757068776e+02,2.246386087098096027e+02,2.271592230547057625e+02,2.244798995974613263e+02,2.150707768726055633e+02,1.979975722971663856e+02,1.737115301185598355e+02,1.444826201639405383e+02,1.138856459362445150e+02,8.547452734426431675e+01
4.912011073259260030e+01,5.664599759643132160e+01,6.479851799105335886e+01,7.354367447985229944e+01,8.283641908815175725e+01,9.262327847115423651e+01,1.028443705345733434e+02,1.134341703149711265e+02,1.243214458831661631e+02,1.354288118371774488e+02,1.466711059484338762e+02,1.579505107760284375e+02,1.691458319823652232e+02,1.800931971823815445e+02,1.905550494688021956e+02,2.001740063319053320e+02,2.084098165019017870e+02,2.144653745648479344e+02,2.172284484126214466e+02,2.152958617167512330e+02,2.071950903906570716e+02,1.919090951717900566e+02,1.696207897697008207e+02,1.422213743448064633e+02,1.129828181927553459e+02,8.537465565317481264e+01
4.459529871707846382e+01,5.155224632388367212e+01,5.910504667293574954e+01,6.721961760092753480e+01,7.584639261678417199e+01,8.492416203601300140e+01,9.438530210562979050e+01,1.041604893723898897e+02,1.141816487905357036e+02,1.243824706386685648e+02,1.346957759786706106e+02,1.450466546655905233e+02,1.553401350917518187e+02,1.654420687710599509e+02,1.751513234080283894e+02,1.841602137796139971e+02,1.920002525974056198e+02,1.979759079379258537e+02,2.011060901058045829e+02,2.001275972519563879e+02,1.936607395997259573e+02,1.806452311800870234e+02,1.610144274332618579e+02,1.362455875537354473e+02,1.092127691660164430e+02,8.318851315384797829e+01
4.540193269618261240e+01,5.220819199113698517e+01,5.952911728203481800e+01,6.732539134949108472e+01,7.554641103814074654e+01,8.413543060427315368e+01,9.303495245817569526e+01,1.021902620241441610e+02,1.115498559192185724e+02,1.210628114400138884e+02,1.306739214868141801e+02,1.403170023223314899e+02,1.499054451988608605e+02,1.593176719063517908e+02,1.683742298209621993e+02,1.768029263886869842e+02,1.841892992264320412e+02,1.899143962924418361e+02,1.930955570124219207e+02,1.925752564739383956e+02,1.870462078648401700e+02,1.754200105376573902e+02,1.574442143659690032e+02,1.342803806485300413e+02,1.085002384045170345e+02,8.324246238310472279e+01
