-3.334548738651743349e+01,-4.147577757074554938e+01,-4.964973989188146675e+01,-5.779622149878073856e+01,-6.578957589754836022e+01,-7.324360483596433369e+01,-7.890166782548757851e+01,-7.905750791840327452e+01,-6.584084486097262356e+01,-3.575575862937205329e+01,-9.097174877816797789e+00
-1.901347877994376745e+01,-2.654502373489229683e+01,-3.445491613308726642e+01,-4.250210488492761840e+01,-5.049418879573818231e+01,-5.807484392187035382e+01,-6.417926383785444955e+01,-6.565261759998628577e+01,-5.566061981788476487e+01,-3.077907247492206011e+01,-8.069630268940983342e+00
-4.157210381457737469e+00,-9.336084547866953187e+00,-1.592457560949365813e+01,-2.333434616804878203e+01,-3.107813865307028323e+01,-3.868477353040233879e+01,-4.520575825931348390e+01,-4.801448981432659480e+01,-4.138456842307854799e+01,-2.227296159022628785e+01,-4.760386153285310229e+00
-1.693553272432218648e+00,-5.146156057059535271e+00,-1.045927271996323071e+01,-1.711488619912806541e+01,-2.448890787425038695e+01,-3.198340012421661527e+01,-3.866006680583757316e+01,-4.213900741573797859e+01,-3.720622302639334578e+01,-2.074033200367924223e+01,-4.964574736797700893e+00
1.862353742879818697e-01,-2.558470908606977900e+00,-6.872818857295399653e+00,-1.271287759262472861e+01,-1.962824657063886491e+01,-2.695401404609717133e+01,-3.367543154311340459e+01,-3.746332010097651732e+01,-3.333399637731213261e+01,-1.828507132229950116e+01,-3.884678235261588952e+00
2.864276379470460654e+00,1.684961514567877572e+00,-1.292754338463808494e+00,-6.113536719874112180e+00,-1.235699687479770148e+01,-1.932430609190338089e+01,-2.598815912210336876e+01,-3.017896384751446703e+01,-2.733877295693163489e+01,-1.462694002748639832e+01,-2.401637071669178169e+00
1.865386482087467712e+00,2.136271200351567146e+00,1.180188902909115711e+00,-1.614846964888975833e+00,-6.310174000554461315e+00,-1.239981387115716416e+01,-1.883336136711939446e+01,-2.352105754522142433e+01,-2.229490128009899763e+01,-1.225474121995956978e+01,-2.013716170460057242e+00
3.925648629355091845e-01,7.329545942079405130e-01,8.803162835899396299e-01,1.588062661418803145e-01,-2.148334884839236736e+00,-6.273946145609890834e+00,-1.160767859227472343e+01,-1.631444464597208821e+01,-1.659858746966956744e+01,-9.413683055006558220e+00,-1.409749393591056332e+00
1.549826084612206945e+00,1.731676218369294418e+00,1.227485815561424332e+00,-4.184718933324553802e-01,-3.596317222656516321e+00,-8.331310631065591110e+00,-1.396401225850887329e+01,-1.861832836308911965e+01,-1.837110610985946835e+01,-1.022850057653896272e+01,-1.514833676206599478e+00
-2.236373101581703438e-01,-9.037373586744781306e-01,-2.288163757037398938e+00,-4.612631936335858995e+00,-8.150649005379506207e+00,-1.297354926264595321e+01,-1.849951400501163334e+01,-2.284016822908839117e+01,-2.185855024996783413e+01,-1.242878642822557822e+01,-2.471584168349025390e+00
